Sale ID,Product Name,Category,Price,Quantity,Customer Age,Customer Gender,Discount,Payment Method,Region,Sale Date,Total Sales
884,Laptop,Electronics,704.98,8,47,Male,0.01,Bank Transfer,South America,2024-11-06,5583.44
885,Tablet,Electronics,594.47,3,52,Male,0.02,Bank Transfer,South America,2023-04-09,1747.74
886,Smartwatch,Electronics,1206.66,9,47,Male,0.28,Bank Transfer,Africa,2025-01-13,7819.16
887,Smartphone,Electronics,1314.32,10,36,Female,0.14,Debit Card,South America,2023-05-25,11303.15
888,Headphones,Accessories,1269.51,7,63,Female,0.3,PayPal,North America,2023-05-26,6220.6
889,Smartphone,Electronics,509.04,9,63,Male,0.12,Debit Card,Europe,2023-09-01,4031.6
890,Laptop,Electronics,1044.71,10,20,Female,0.18,PayPal,Africa,2023-10-19,8566.62
891,Headphones,Accessories,1338.88,5,22,Male,0.26,Credit Card,Europe,2023-05-31,4953.86
892,Laptop,Electronics,839.22,10,45,Female,0.09,Bank Transfer,South America,2024-07-31,7636.9
893,Smartphone,Electronics,1016.88,5,60,Male,0.23,Debit Card,Africa,2023-04-27,3914.99
894,Smartwatch,Electronics,138.85,9,46,Female,0.02,Credit Card,Europe,2024-09-11,1224.66
895,Laptop,Electronics,257.99,5,34,Female,0.03,Bank Transfer,Africa,2024-04-28,1251.25
896,Tablet,Electronics,176.02,4,47,Female,0.17,Debit Card,Africa,2024-06-07,584.39
897,Laptop,Electronics,978.59,10,60,Female,0.12,Credit Card,Europe,2024-11-30,8611.59
898,Headphones,Accessories,250.24,3,59,Female,0.24,Debit Card,South America,2024-12-21,570.55
899,Headphones,Accessories,1032.51,6,34,Male,0.29,Credit Card,Asia,2024-03-19,4398.49
900,Smartphone,Electronics,118.78,10,49,Male,0.29,Debit Card,South America,2024-08-03,843.34
901,Tablet,Electronics,971.82,10,57,Female,0.24,PayPal,Asia,2024-03-17,7385.83
902,Headphones,Accessories,1301.19,2,45,Female,0.21,Credit Card,Asia,2023-06-04,2055.88
903,Smartwatch,Electronics,253.03,6,26,Male,0.16,PayPal,North America,2024-11-16,1275.27
904,Tablet,Electronics,642.74,6,23,Female,0.13,Credit Card,Asia,2024-07-12,3355.1
905,Headphones,Accessories,932.32,5,40,Male,0.18,Credit Card,South America,2024-04-12,3822.51
906,Tablet,Electronics,613.62,3,62,Female,0.24,Credit Card,Asia,2023-07-17,1399.05
907,Smartphone,Electronics,738.63,9,43,Female,0.01,Debit Card,North America,2023-03-08,6581.19
908,Smartwatch,Electronics,504.3,6,34,Male,0.22,Bank Transfer,North America,2023-08-19,2360.12
909,Laptop,Electronics,1124.44,5,47,Male,0.28,Debit Card,South America,2023-05-26,4047.98
910,Headphones,Accessories,1450.18,10,29,Female,0.2,Bank Transfer,North America,2024-12-19,11601.44
911,Headphones,Accessories,975.11,9,60,Male,0.09,Debit Card,Europe,2024-11-18,7986.15
912,Laptop,Electronics,402.62,9,36,Male,0.28,Bank Transfer,Europe,2023-05-28,2608.98
913,Smartphone,Electronics,619.71,3,34,Female,0.11,Bank Transfer,Asia,2023-10-10,1654.63
914,Tablet,Electronics,847.59,4,18,Female,0.04,Credit Card,Europe,2023-06-16,3254.75
915,Headphones,Accessories,653.18,10,19,Male,0.11,Debit Card,Africa,2024-07-18,5813.3
916,Smartphone,Electronics,324.37,2,55,Male,0.26,Debit Card,Africa,2023-05-30,480.07
917,Smartwatch,Electronics,1426.96,4,56,Male,0.17,Debit Card,South America,2024-05-21,4737.51
918,Laptop,Electronics,477.45,10,48,Male,0.05,Debit Card,Europe,2024-10-19,4535.77
919,Smartwatch,Electronics,1030.47,7,36,Male,0.22,PayPal,Africa,2024-09-08,5626.37
920,Headphones,Accessories,937.65,3,56,Male,0.16,Debit Card,Africa,2023-07-06,2362.88
921,Tablet,Electronics,1186.19,10,48,Male,0.08,Credit Card,North America,2023-02-05,10912.95
922,Smartphone,Electronics,903.69,8,38,Male,0.08,Credit Card,Africa,2023-08-24,6651.16
923,Tablet,Electronics,939.44,4,59,Male,0.2,PayPal,North America,2023-10-20,3006.21
924,Tablet,Electronics,133.52,4,60,Male,0.18,Bank Transfer,Africa,2024-11-12,437.95
925,Laptop,Electronics,1158.6,9,34,Female,0.22,Debit Card,Africa,2024-01-16,8133.37
926,Laptop,Electronics,1303.93,2,49,Male,0.27,Bank Transfer,Europe,2023-02-05,1903.74
927,Smartwatch,Electronics,1146.71,6,43,Male,0.04,Bank Transfer,South America,2023-02-12,6605.05
928,Laptop,Electronics,1365.74,2,41,Female,0.03,Credit Card,Asia,2023-04-09,2649.54
929,Laptop,Electronics,617.54,8,60,Female,0.05,Bank Transfer,North America,2024-04-19,4693.3
930,Tablet,Electronics,1364.08,2,18,Female,0.24,Credit Card,North America,2024-10-20,2073.4
931,Smartwatch,Electronics,1301.92,10,19,Male,0.17,Debit Card,Europe,2024-05-11,10805.94
932,Headphones,Accessories,1139.56,6,20,Male,0.15,Debit Card,South America,2025-01-02,5811.76
933,Smartphone,Electronics,297.32,8,38,Female,0.01,Bank Transfer,North America,2023-05-24,2354.77
934,Smartphone,Electronics,1071.06,9,25,Female,0.05,Credit Card,South America,2024-10-18,9157.56
935,Headphones,Accessories,1358.09,1,36,Male,0.17,Credit Card,South America,2024-11-28,1127.21
936,Headphones,Accessories,768.07,1,44,Male,0.23,Bank Transfer,Europe,2023-06-10,591.41
937,Smartphone,Electronics,437.16,4,65,Male,0.0,Bank Transfer,Europe,2023-09-19,1748.64
938,Smartphone,Electronics,921.25,2,56,Male,0.07,Bank Transfer,Europe,2023-12-07,1713.52
939,Smartwatch,Electronics,473.85,7,21,Male,0.22,PayPal,North America,2025-01-10,2587.22
940,Smartphone,Electronics,92.16,6,45,Female,0.22,PayPal,Europe,2023-10-25,431.31
941,Laptop,Electronics,51.15,7,60,Male,0.3,Debit Card,Europe,2023-04-02,250.63
942,Smartphone,Electronics,81.31,5,40,Female,0.18,Credit Card,Europe,2024-09-05,333.37
943,Smartwatch,Electronics,104.21,2,38,Female,0.28,Debit Card,Asia,2023-11-28,150.06
944,Smartphone,Electronics,1238.75,4,38,Female,0.11,PayPal,North America,2023-12-12,4409.95
945,Smartphone,Electronics,516.9,8,45,Female,0.12,Debit Card,North America,2024-10-22,3638.98
946,Smartphone,Electronics,133.83,3,32,Female,0.09,PayPal,South America,2024-10-26,365.36
947,Laptop,Electronics,775.83,9,26,Male,0.03,Bank Transfer,Asia,2024-02-25,6773.0
948,Smartphone,Electronics,705.35,8,31,Female,0.25,PayPal,Africa,2023-09-11,4232.1
949,Tablet,Electronics,1105.22,3,18,Male,0.21,PayPal,North America,2023-06-10,2619.37
950,Smartwatch,Electronics,269.85,2,26,Male,0.23,Bank Transfer,Africa,2023-05-07,415.57
951,Tablet,Electronics,558.01,2,28,Female,0.13,Bank Transfer,Africa,2024-11-08,970.94
952,Smartwatch,Electronics,929.29,5,33,Female,0.09,Bank Transfer,South America,2024-07-21,4228.27
953,Smartwatch,Electronics,198.78,10,26,Male,0.03,PayPal,Europe,2025-01-20,1928.17
954,Tablet,Electronics,229.28,9,41,Female,0.06,PayPal,North America,2024-07-05,1939.71
955,Smartphone,Electronics,866.25,8,37,Male,0.07,Credit Card,Europe,2024-11-17,6444.9
956,Smartphone,Electronics,76.86,1,65,Male,0.19,PayPal,Europe,2023-08-09,62.26
957,Tablet,Electronics,721.51,5,27,Male,0.26,Credit Card,Africa,2024-03-22,2669.59
958,Smartphone,Electronics,1179.81,3,59,Male,0.24,Credit Card,North America,2024-06-01,2689.97
959,Headphones,Accessories,1105.42,6,36,Female,0.08,Credit Card,Asia,2024-02-23,6101.92
960,Headphones,Accessories,267.51,9,42,Female,0.13,Credit Card,North America,2023-01-29,2094.6
961,Smartphone,Electronics,556.05,9,32,Male,0.13,PayPal,Africa,2023-06-08,4353.87
962,Smartphone,Electronics,515.82,9,43,Female,0.09,Credit Card,Africa,2023-07-12,4224.57
963,Laptop,Electronics,457.57,3,36,Female,0.3,Debit Card,Asia,2024-01-12,960.9
964,Smartwatch,Electronics,357.99,4,49,Male,0.1,PayPal,Asia,2024-12-04,1288.76
965,Smartphone,Electronics,660.09,2,43,Female,0.28,Credit Card,Asia,2024-05-21,950.53
966,Tablet,Electronics,456.21,7,61,Male,0.26,PayPal,South America,2023-12-23,2363.17
967,Headphones,Accessories,1375.5,6,46,Male,0.14,Bank Transfer,Asia,2024-11-15,7097.58
968,Tablet,Electronics,1175.53,3,22,Female,0.1,Debit Card,Africa,2023-06-24,3173.93
969,Smartwatch,Electronics,1458.38,4,60,Male,0.21,Bank Transfer,North America,2024-12-07,4608.48
970,Tablet,Electronics,1147.25,9,47,Female,0.09,Debit Card,South America,2024-02-21,9395.98
971,Smartphone,Electronics,807.76,10,65,Female,0.23,Credit Card,North America,2024-11-16,6219.75
972,Tablet,Electronics,835.16,5,27,Female,0.14,Bank Transfer,Europe,2023-05-27,3591.19
973,Headphones,Accessories,1134.41,8,46,Male,0.23,Bank Transfer,Europe,2023-03-10,6987.97
974,Smartwatch,Electronics,961.74,7,27,Male,0.22,Debit Card,South America,2024-01-09,5251.1
975,Laptop,Electronics,775.43,7,60,Male,0.14,Credit Card,South America,2023-08-13,4668.09
976,Tablet,Electronics,1099.92,4,52,Female,0.23,PayPal,South America,2025-01-11,3387.75
977,Smartphone,Electronics,703.41,4,20,Male,0.25,Bank Transfer,Africa,2023-07-05,2110.23
978,Smartphone,Electronics,599.57,3,52,Male,0.28,Credit Card,Asia,2024-03-02,1295.07
979,Laptop,Electronics,667.13,6,20,Female,0.09,Credit Card,Africa,2024-06-30,3642.53
980,Headphones,Accessories,55.62,6,26,Male,0.11,Bank Transfer,Africa,2023-02-14,297.01
981,Headphones,Accessories,1061.97,9,52,Male,0.3,Bank Transfer,Africa,2024-05-05,6690.41
982,Smartwatch,Electronics,1341.75,2,50,Female,0.11,Bank Transfer,Asia,2024-04-13,2388.32
983,Headphones,Accessories,1031.19,8,22,Male,0.29,Bank Transfer,Asia,2024-06-22,5857.16
984,Tablet,Electronics,990.91,6,56,Male,0.1,Debit Card,South America,2023-09-16,5350.91
985,Smartwatch,Electronics,1372.14,2,57,Male,0.16,Bank Transfer,Europe,2024-08-15,2305.2
986,Tablet,Electronics,392.18,6,62,Female,0.07,Credit Card,Africa,2023-06-01,2188.36
987,Smartwatch,Electronics,802.54,10,54,Female,0.04,Credit Card,Africa,2024-12-17,7704.38
988,Headphones,Accessories,1420.46,9,48,Female,0.08,Debit Card,Europe,2024-03-28,11761.41
989,Tablet,Electronics,1100.74,6,60,Male,0.07,Credit Card,Asia,2024-06-24,6142.13
990,Laptop,Electronics,697.73,9,57,Female,0.03,PayPal,South America,2023-11-01,6091.18
991,Smartwatch,Electronics,1141.74,3,43,Male,0.03,Debit Card,North America,2023-03-16,3322.46
992,Smartphone,Electronics,1197.85,2,34,Male,0.2,Credit Card,Asia,2024-12-27,1916.56
993,Smartwatch,Electronics,669.19,1,47,Female,0.15,Credit Card,Africa,2023-02-16,568.81
994,Smartphone,Electronics,1252.23,10,61,Female,0.15,Credit Card,Europe,2024-06-21,10643.95
995,Tablet,Electronics,193.32,2,27,Male,0.3,Debit Card,Europe,2023-08-22,270.65
996,Smartphone,Electronics,717.93,1,55,Male,0.07,Credit Card,South America,2024-09-15,667.67
997,Laptop,Electronics,1205.92,10,22,Female,0.07,PayPal,North America,2023-12-30,11215.06
998,Laptop,Electronics,521.99,7,33,Female,0.07,Debit Card,South America,2023-02-25,3398.15
999,Smartwatch,Electronics,1439.93,1,47,Female,0.29,PayPal,Europe,2024-11-11,1022.35
1000,Smartphone,Electronics,134.39,8,63,Female,0.21,Bank Transfer,Asia,2023-10-11,849.34
1001,Laptop,Electronics,198.42,10,44,Male,0.03,Credit Card,North America,2024-12-04,1924.67
1002,Smartwatch,Electronics,145.43,5,28,Female,0.16,PayPal,Europe,2023-03-12,610.81
1003,Headphones,Accessories,416.62,2,32,Female,0.28,Credit Card,Asia,2023-02-01,599.93
1004,Smartphone,Electronics,152.03,2,62,Male,0.19,Bank Transfer,Asia,2023-10-17,246.29
1005,Laptop,Electronics,1184.93,10,34,Female,0.27,PayPal,Asia,2024-07-23,8649.99
1006,Tablet,Electronics,1337.29,2,50,Female,0.29,PayPal,Europe,2023-01-22,1898.95
1007,Laptop,Electronics,1307.89,1,46,Female,0.27,Credit Card,North America,2023-02-15,954.76
1008,Smartphone,Electronics,1443.21,2,22,Male,0.3,PayPal,North America,2023-06-20,2020.49
1009,Tablet,Electronics,1417.99,5,41,Female,0.15,Debit Card,Europe,2023-05-25,6026.46
1010,Tablet,Electronics,518.22,9,49,Male,0.15,PayPal,Asia,2024-10-20,3964.38
1011,Laptop,Electronics,1013.87,5,57,Male,0.06,Bank Transfer,Asia,2024-05-15,4765.19
1012,Laptop,Electronics,263.56,5,45,Female,0.3,Bank Transfer,Africa,2023-07-28,922.46
1013,Headphones,Accessories,879.61,2,37,Male,0.06,Debit Card,Europe,2023-01-09,1653.67
1014,Headphones,Accessories,346.41,5,65,Male,0.23,Debit Card,South America,2024-10-31,1333.68
1015,Headphones,Accessories,562.29,5,29,Female,0.04,PayPal,Africa,2023-08-24,2698.99
1016,Smartphone,Electronics,1082.92,9,56,Male,0.07,Credit Card,South America,2023-07-30,9064.04
1017,Tablet,Electronics,1472.19,6,19,Female,0.04,PayPal,Asia,2024-02-28,8479.81
1018,Laptop,Electronics,975.87,8,60,Female,0.21,Debit Card,Asia,2023-06-16,6167.5
1019,Smartwatch,Electronics,101.89,4,49,Male,0.09,Debit Card,Asia,2024-12-24,370.88
1020,Laptop,Electronics,1290.67,3,46,Female,0.04,PayPal,Europe,2023-06-05,3717.13
1021,Laptop,Electronics,186.8,6,38,Male,0.26,Debit Card,North America,2023-04-24,829.39
1022,Headphones,Accessories,990.59,3,56,Male,0.12,Credit Card,Asia,2023-09-05,2615.16
1023,Smartwatch,Electronics,380.49,1,40,Male,0.25,Bank Transfer,Asia,2023-05-26,285.37
1024,Tablet,Electronics,362.03,10,26,Male,0.23,Debit Card,Asia,2024-07-10,2787.63
1025,Tablet,Electronics,514.16,2,53,Male,0.03,PayPal,Africa,2024-08-16,997.47
1026,Smartphone,Electronics,306.54,4,61,Female,0.18,Bank Transfer,Africa,2023-08-12,1005.45
1027,Tablet,Electronics,532.88,8,22,Male,0.15,Debit Card,North America,2023-01-11,3623.58
1028,Smartwatch,Electronics,1362.83,2,55,Female,0.2,PayPal,North America,2023-01-27,2180.53
1029,Tablet,Electronics,806.53,7,55,Female,0.02,Bank Transfer,Europe,2024-01-11,5532.8
1030,Smartwatch,Electronics,1403.39,8,36,Female,0.22,Debit Card,Asia,2023-08-17,8757.15
1031,Smartphone,Electronics,536.09,10,64,Female,0.09,Debit Card,South America,2023-04-30,4878.42
1032,Tablet,Electronics,1017.32,7,62,Male,0.11,PayPal,South America,2023-06-25,6337.9
1033,Headphones,Accessories,1026.74,3,58,Female,0.2,PayPal,South America,2023-02-01,2464.18
1034,Tablet,Electronics,903.08,3,59,Male,0.03,Credit Card,Asia,2023-08-20,2627.96
1035,Smartphone,Electronics,752.06,9,60,Female,0.15,Debit Card,Africa,2024-02-17,5753.26
1036,Headphones,Accessories,1440.86,2,60,Male,0.26,Credit Card,Asia,2023-01-09,2132.47
1037,Tablet,Electronics,1084.21,9,43,Male,0.21,Debit Card,South America,2023-01-07,7708.73
1038,Laptop,Electronics,862.41,4,21,Female,0.14,PayPal,Asia,2025-01-28,2966.69
1039,Smartwatch,Electronics,1374.77,8,31,Male,0.26,Credit Card,Europe,2024-02-17,8138.64
1040,Smartphone,Electronics,369.51,5,64,Male,0.17,Credit Card,North America,2023-05-14,1533.47
1041,Headphones,Accessories,171.09,1,32,Female,0.09,Bank Transfer,Europe,2024-10-12,155.69
1042,Laptop,Electronics,645.01,3,26,Female,0.28,Bank Transfer,South America,2023-12-23,1393.22
1043,Smartphone,Electronics,887.51,9,59,Male,0.1,Credit Card,Asia,2024-04-02,7188.83
1044,Tablet,Electronics,865.0,9,64,Male,0.21,Debit Card,North America,2024-07-27,6150.15
1045,Smartwatch,Electronics,1317.67,5,36,Male,0.02,Bank Transfer,Europe,2023-10-18,6456.58
1046,Smartwatch,Electronics,634.92,9,65,Female,0.11,Credit Card,Africa,2023-07-29,5085.71
1047,Tablet,Electronics,1279.82,1,39,Male,0.06,PayPal,North America,2024-07-13,1203.03
1048,Smartwatch,Electronics,602.97,5,51,Female,0.28,PayPal,South America,2023-10-21,2170.69
1049,Smartphone,Electronics,110.76,2,45,Female,0.25,PayPal,North America,2023-03-26,166.14
1050,Smartphone,Electronics,53.69,4,27,Male,0.12,Bank Transfer,Asia,2024-05-09,188.99
1051,Headphones,Accessories,834.66,3,65,Male,0.22,Bank Transfer,Europe,2023-03-05,1953.1
1052,Headphones,Accessories,924.51,6,60,Male,0.18,Credit Card,South America,2024-06-14,4548.59
1053,Smartwatch,Electronics,247.82,3,20,Female,0.06,PayPal,South America,2024-05-07,698.85
1054,Tablet,Electronics,201.11,7,49,Male,0.04,Debit Card,South America,2023-02-28,1351.46
1055,Smartwatch,Electronics,895.98,2,34,Male,0.27,Credit Card,South America,2023-08-11,1308.13
1056,Tablet,Electronics,350.62,5,60,Female,0.03,PayPal,Europe,2023-07-01,1700.51
1057,Tablet,Electronics,485.57,4,44,Female,0.22,Credit Card,Europe,2023-10-29,1514.98
1058,Smartwatch,Electronics,948.68,4,53,Female,0.24,Bank Transfer,South America,2023-07-29,2883.99
1059,Headphones,Accessories,67.87,2,51,Female,0.04,PayPal,Europe,2024-07-07,130.31
1060,Smartphone,Electronics,943.09,7,56,Male,0.07,Debit Card,Europe,2023-01-12,6139.52
1061,Smartphone,Electronics,312.16,9,65,Male,0.2,Debit Card,South America,2023-02-18,2247.55
1062,Tablet,Electronics,207.19,4,44,Male,0.22,Debit Card,Africa,2024-12-08,646.43
1063,Smartphone,Electronics,341.62,8,56,Male,0.28,PayPal,North America,2023-03-05,1967.73
1064,Smartwatch,Electronics,180.83,8,40,Female,0.24,Credit Card,North America,2024-06-19,1099.45
1065,Smartwatch,Electronics,1486.8,5,38,Female,0.05,Credit Card,North America,2023-12-03,7062.3
1066,Smartwatch,Electronics,1263.98,8,34,Male,0.07,Credit Card,Asia,2024-09-24,9404.01
1067,Headphones,Accessories,1302.86,1,34,Male,0.29,Debit Card,Asia,2024-07-20,925.03
1068,Tablet,Electronics,603.05,1,19,Female,0.01,PayPal,North America,2023-03-29,597.02
1069,Headphones,Accessories,524.5,2,41,Male,0.27,Bank Transfer,South America,2023-02-15,765.77
1070,Headphones,Accessories,231.2,7,63,Female,0.09,Debit Card,Africa,2023-06-23,1472.74
1071,Smartwatch,Electronics,509.94,9,48,Female,0.21,Bank Transfer,Africa,2024-04-23,3625.67
1072,Smartwatch,Electronics,393.49,5,65,Male,0.08,Debit Card,Africa,2025-01-28,1810.05
1073,Smartwatch,Electronics,678.9,4,42,Female,0.16,Bank Transfer,Africa,2023-12-12,2281.1
1074,Tablet,Electronics,1091.42,9,63,Female,0.04,PayPal,Asia,2023-04-25,9429.87
1075,Laptop,Electronics,599.32,1,18,Female,0.03,Debit Card,South America,2023-09-19,581.34
1076,Tablet,Electronics,1469.77,3,57,Female,0.2,Debit Card,North America,2024-07-01,3527.45
1077,Headphones,Accessories,439.62,8,59,Female,0.21,PayPal,Europe,2023-01-14,2778.4
1078,Headphones,Accessories,445.29,10,57,Female,0.09,Credit Card,Europe,2024-03-20,4052.14
1079,Laptop,Electronics,700.99,8,44,Female,0.29,Bank Transfer,South America,2024-12-07,3981.62
1080,Headphones,Accessories,808.46,4,51,Male,0.15,Bank Transfer,Africa,2023-07-03,2748.76
1081,Smartwatch,Electronics,516.77,2,45,Female,0.01,Debit Card,South America,2025-01-26,1023.2
1082,Headphones,Accessories,886.11,4,38,Male,0.22,Debit Card,North America,2024-08-14,2764.66
1083,Smartwatch,Electronics,228.03,8,61,Male,0.22,Debit Card,North America,2023-09-15,1422.91
1084,Laptop,Electronics,1472.22,7,23,Male,0.05,Debit Card,North America,2024-06-09,9790.26
1085,Tablet,Electronics,1220.66,8,43,Female,0.15,Credit Card,South America,2024-02-24,8300.49
1086,Tablet,Electronics,1183.54,5,55,Female,0.18,Bank Transfer,Europe,2023-08-19,4852.51
1087,Tablet,Electronics,205.81,2,58,Female,0.13,Credit Card,Africa,2024-03-18,358.11
1088,Laptop,Electronics,178.76,2,65,Female,0.01,Debit Card,South America,2024-04-03,353.94
1089,Tablet,Electronics,338.19,3,58,Male,0.28,Credit Card,South America,2023-04-27,730.49
1090,Tablet,Electronics,1088.44,10,63,Male,0.17,PayPal,South America,2023-01-06,9034.05
1091,Smartphone,Electronics,173.6,10,19,Male,0.06,PayPal,South America,2024-12-21,1631.84
1092,Tablet,Electronics,1248.72,1,65,Male,0.24,Debit Card,Africa,2024-11-25,949.03
1093,Smartphone,Electronics,827.45,5,34,Male,0.07,PayPal,Asia,2024-03-25,3847.64
1094,Smartphone,Electronics,1080.79,9,50,Female,0.21,Bank Transfer,South America,2023-02-12,7684.42
1095,Laptop,Electronics,865.91,6,58,Male,0.16,Bank Transfer,South America,2024-11-15,4364.19
1096,Laptop,Electronics,1169.02,8,34,Male,0.01,PayPal,Europe,2023-04-26,9258.64
1097,Smartwatch,Electronics,1257.03,9,22,Male,0.09,Credit Card,South America,2024-07-28,10295.08
1098,Laptop,Electronics,219.06,6,64,Female,0.12,PayPal,North America,2023-06-15,1156.64
1099,Smartwatch,Electronics,831.79,2,30,Male,0.19,Credit Card,Europe,2023-07-12,1347.5
1100,Headphones,Accessories,1358.79,3,49,Male,0.28,PayPal,Africa,2024-12-16,2934.99
1101,Tablet,Electronics,1405.67,8,34,Male,0.23,Debit Card,North America,2024-09-28,8658.93
1102,Headphones,Accessories,1129.64,10,52,Female,0.08,Bank Transfer,Asia,2023-12-09,10392.69
1103,Smartwatch,Electronics,357.22,6,20,Female,0.04,PayPal,Europe,2023-01-05,2057.59
1104,Laptop,Electronics,313.79,9,29,Female,0.07,PayPal,South America,2024-02-10,2626.42
1105,Smartwatch,Electronics,814.71,4,57,Male,0.13,Credit Card,Asia,2024-12-10,2835.19
1106,Laptop,Electronics,493.92,3,39,Female,0.19,PayPal,Asia,2023-06-10,1200.23
1107,Headphones,Accessories,692.72,3,32,Female,0.29,PayPal,Europe,2024-05-06,1475.49
1108,Tablet,Electronics,155.92,6,40,Male,0.07,Debit Card,North America,2023-02-06,870.03
1109,Laptop,Electronics,1212.01,9,57,Male,0.26,PayPal,Asia,2024-05-16,8071.99
1110,Laptop,Electronics,768.12,2,25,Male,0.17,Bank Transfer,South America,2023-05-21,1275.08
1111,Tablet,Electronics,214.96,1,33,Male,0.3,PayPal,Africa,2023-12-14,150.47
1112,Smartphone,Electronics,951.56,1,59,Male,0.22,Bank Transfer,Asia,2023-02-24,742.22
1113,Smartphone,Electronics,1305.73,5,19,Female,0.04,Credit Card,South America,2024-04-08,6267.5
1114,Tablet,Electronics,982.6,3,51,Male,0.08,PayPal,Asia,2023-12-09,2711.98
1115,Laptop,Electronics,755.21,6,57,Male,0.03,PayPal,Africa,2023-09-29,4395.32
1116,Smartwatch,Electronics,1447.47,1,55,Female,0.25,PayPal,Europe,2024-11-16,1085.6
1117,Tablet,Electronics,172.73,10,43,Male,0.25,Debit Card,North America,2023-07-29,1295.47
1118,Laptop,Electronics,1355.2,4,65,Male,0.06,PayPal,South America,2023-05-15,5095.55
1119,Smartwatch,Electronics,758.25,5,59,Female,0.26,Credit Card,Africa,2024-06-27,2805.53
1120,Smartphone,Electronics,994.87,6,21,Female,0.21,Bank Transfer,Asia,2024-04-22,4715.68
1121,Smartwatch,Electronics,1120.25,6,58,Male,0.29,PayPal,South America,2023-12-15,4772.26
1122,Laptop,Electronics,947.26,9,18,Female,0.01,PayPal,North America,2023-10-19,8440.09
1123,Tablet,Electronics,1445.07,5,48,Male,0.24,Debit Card,North America,2024-12-14,5491.27
1124,Tablet,Electronics,429.42,3,65,Female,0.2,PayPal,Asia,2023-08-18,1030.61
1125,Tablet,Electronics,69.4,4,32,Female,0.26,Credit Card,Europe,2024-11-12,205.42
1126,Laptop,Electronics,1072.95,3,35,Female,0.01,Bank Transfer,Africa,2024-04-20,3186.66
1127,Tablet,Electronics,716.28,5,21,Female,0.07,Debit Card,Africa,2023-04-28,3330.7
1128,Smartphone,Electronics,169.17,10,36,Male,0.04,Credit Card,Europe,2024-04-14,1624.03
1129,Tablet,Electronics,1059.2,3,47,Female,0.02,Bank Transfer,South America,2023-05-07,3114.05
1130,Smartphone,Electronics,832.32,5,20,Female,0.04,Bank Transfer,South America,2024-01-23,3995.14
1131,Smartwatch,Electronics,770.08,2,30,Female,0.26,Bank Transfer,North America,2024-01-12,1139.72
1132,Headphones,Accessories,1214.99,4,52,Female,0.17,Debit Card,Europe,2023-05-26,4033.77
1133,Headphones,Accessories,1142.12,2,59,Male,0.2,Debit Card,Asia,2023-08-22,1827.39
1134,Headphones,Accessories,1205.84,4,18,Female,0.26,Credit Card,North America,2024-08-28,3569.29
1135,Laptop,Electronics,1103.21,6,26,Male,0.06,Credit Card,Europe,2024-07-08,6222.1
1136,Smartphone,Electronics,254.54,10,59,Male,0.08,PayPal,Asia,2023-01-29,2341.77
1137,Tablet,Electronics,683.71,1,26,Male,0.24,Debit Card,Africa,2024-08-07,519.62
1138,Smartwatch,Electronics,934.32,5,42,Male,0.24,Credit Card,Africa,2023-04-09,3550.42
1139,Smartphone,Electronics,317.39,3,26,Female,0.2,Credit Card,Africa,2024-11-28,761.74
1140,Smartphone,Electronics,964.89,2,57,Male,0.05,PayPal,North America,2023-11-27,1833.29
1141,Tablet,Electronics,734.32,10,54,Female,0.2,Credit Card,Africa,2023-11-14,5874.56
1142,Tablet,Electronics,1420.18,10,31,Female,0.12,Bank Transfer,Europe,2024-04-08,12497.58
1143,Tablet,Electronics,1173.7,3,35,Female,0.2,Credit Card,South America,2023-05-26,2816.88
1144,Laptop,Electronics,1212.46,7,49,Male,0.22,Credit Card,Africa,2024-09-17,6620.03
1145,Tablet,Electronics,1077.42,5,55,Female,0.29,Credit Card,Europe,2023-10-20,3824.84
1146,Tablet,Electronics,245.69,1,56,Male,0.23,PayPal,Asia,2024-07-04,189.18
1147,Smartphone,Electronics,885.33,3,45,Female,0.28,PayPal,Africa,2024-11-21,1912.31
1148,Smartwatch,Electronics,338.79,8,47,Female,0.2,PayPal,South America,2023-12-05,2168.26
1149,Headphones,Accessories,111.81,7,24,Male,0.25,PayPal,Europe,2023-05-29,587.0
1150,Smartphone,Electronics,498.4,8,33,Male,0.04,Bank Transfer,Europe,2025-01-17,3827.71
1151,Tablet,Electronics,397.17,6,62,Female,0.14,PayPal,Africa,2023-07-26,2049.4
1152,Smartwatch,Electronics,692.81,8,22,Male,0.22,Credit Card,Asia,2023-10-17,4323.13
1153,Smartphone,Electronics,329.52,5,39,Male,0.26,Credit Card,North America,2025-01-09,1219.22
1154,Laptop,Electronics,1488.72,8,19,Male,0.09,Debit Card,Europe,2024-03-09,10837.88
1155,Headphones,Accessories,1189.31,9,52,Male,0.14,Debit Card,Asia,2023-05-09,9205.26
1156,Smartphone,Electronics,469.12,3,18,Female,0.28,PayPal,Africa,2023-08-16,1013.3
1157,Smartwatch,Electronics,440.08,2,49,Female,0.01,Debit Card,Europe,2023-06-04,871.36
1158,Smartwatch,Electronics,1019.84,10,28,Male,0.12,PayPal,Africa,2023-09-10,8974.59
1159,Tablet,Electronics,1399.32,4,33,Male,0.01,Bank Transfer,North America,2023-06-28,5541.31
1160,Headphones,Accessories,326.43,10,18,Male,0.02,Bank Transfer,North America,2024-04-17,3199.01
